---- START at 2025-08-11 00:28:17, Target=2557/2557 ----
[834/2557] ELIJOZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1212.2s, Completed=1847/2557, ETA=2025-08-12 15:55:05
[839/2557] GESNOI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1101.2s, Completed=1848/2557, ETA=2025-08-12 15:55:12
[850/2557] ULOKOX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=387.7s, Completed=1849/2557, ETA=2025-08-12 15:55:05
[829/2557] HOBGIP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1817.2s, Completed=1850/2557, ETA=2025-08-12 15:55:26
[841/2557] OCIMAR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1021.1s, Completed=1851/2557, ETA=2025-08-12 15:55:03
[844/2557] acs.inorgchem.6b00081_ic6b00081_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=845.0s, Completed=1852/2557, ETA=2025-08-12 15:57:19
[851/2557] HOCDOU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=533.3s, Completed=1853/2557, ETA=2025-08-12 15:57:24
[818/2557] HUZXOR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2791.1s, Completed=1854/2557, ETA=2025-08-12 16:00:34
[836/2557] EKETOF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1741.2s, Completed=1855/2557, ETA=2025-08-12 16:01:50
[864/2557] BOXFOK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=362.1s, Completed=1856/2557, ETA=2025-08-12 16:03:39
[824/2557] DIMQIB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2822.3s, Completed=1857/2557, ETA=2025-08-12 16:05:28
[848/2557] FANCOP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1219.3s, Completed=1858/2557, ETA=2025-08-12 16:04:54
[816/2557] ja411887c_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3290.7s, Completed=1859/2557, ETA=2025-08-12 16:04:49
[846/2557] ic050064gsi20050115_040515_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1298.5s, Completed=1860/2557, ETA=2025-08-12 16:04:10
[862/2557] GIQXOU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=727.2s, Completed=1861/2557, ETA=2025-08-12 16:04:50
[854/2557] BETHEP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1037.4s, Completed=1862/2557, ETA=2025-08-12 16:05:09
[853/2557] IBATEM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1152.7s, Completed=1863/2557, ETA=2025-08-12 16:06:35
[855/2557] ic5b00535_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1186.1s, Completed=1864/2557, ETA=2025-08-12 16:07:41
[843/2557] INOMIJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1826.1s, Completed=1865/2557, ETA=2025-08-12 16:07:03
[867/2557] DURDIF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=517.8s, Completed=1866/2557, ETA=2025-08-12 16:08:35
[859/2557] WANHOL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1274.9s, Completed=1867/2557, ETA=2025-08-12 16:11:18
[870/2557] XANMUX02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=539.5s, Completed=1868/2557, ETA=2025-08-12 16:10:56
[869/2557] CAXSUR_SL_argon_313.0K_15.0bar_14.0 Done. TimeForThis=697.1s, Completed=1869/2557, ETA=2025-08-12 16:13:13
[874/2557] DAFYOB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=481.6s, Completed=1870/2557, ETA=2025-08-12 16:12:44
[858/2557] AWEVIJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1464.7s, Completed=1871/2557, ETA=2025-08-12 16:12:04
[865/2557] EBAVAH_auto_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1046.4s, Completed=1872/2557, ETA=2025-08-12 16:12:03
[861/2557] ESURER01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1458.4s, Completed=1873/2557, ETA=2025-08-12 16:12:56
[875/2557] IWEWEO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=570.3s, Completed=1874/2557, ETA=2025-08-12 16:13:46
[840/2557] BAZFUF01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2694.6s, Completed=1875/2557, ETA=2025-08-12 16:13:47
[863/2557] INIROO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1455.7s, Completed=1876/2557, ETA=2025-08-12 16:14:01
[791/2557] EQUNEL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=6119.1s, Completed=1877/2557, ETA=2025-08-12 16:14:58
[872/2557] BETGOY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=931.5s, Completed=1878/2557, ETA=2025-08-12 16:14:20
[866/2557] NIRFIE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1244.9s, Completed=1879/2557, ETA=2025-08-12 16:13:40
[695/2557] PIDNOH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=12207.3s, Completed=1880/2557, ETA=2025-08-12 16:13:00
[857/2557] FUMJAA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1934.6s, Completed=1881/2557, ETA=2025-08-12 16:14:21
[868/2557] FILYEG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1118.8s, Completed=1882/2557, ETA=2025-08-12 16:13:41
[884/2557] JAFPIQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=328.7s, Completed=1883/2557, ETA=2025-08-12 16:13:30
[817/2557] ICAQOU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4270.7s, Completed=1884/2557, ETA=2025-08-12 16:13:36
[877/2557] FASVIH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1000.0s, Completed=1885/2557, ETA=2025-08-12 16:18:11
[883/2557] INIRAY01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=679.9s, Completed=1886/2557, ETA=2025-08-12 16:17:49
[878/2557] FAPXIG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=886.4s, Completed=1887/2557, ETA=2025-08-12 16:17:37
[881/2557] cm503311x_aloh375K_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=734.3s, Completed=1888/2557, ETA=2025-08-12 16:16:57
[880/2557] WAPTEP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=868.8s, Completed=1889/2557, ETA=2025-08-12 16:19:06
[882/2557] EKEQIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=992.9s, Completed=1890/2557, ETA=2025-08-12 16:21:27
[898/2557] HABQUY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=279.8s, Completed=1891/2557, ETA=2025-08-12 16:21:10
[879/2557] SAMXUC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1264.9s, Completed=1892/2557, ETA=2025-08-12 16:23:01
[891/2557] FAGREM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1054.7s, Completed=1893/2557, ETA=2025-08-12 16:27:52
[887/2557] HOXKIP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1180.8s, Completed=1894/2557, ETA=2025-08-12 16:28:16
[894/2557] ETEJOD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1056.1s, Completed=1895/2557, ETA=2025-08-12 16:29:03
[876/2557] FAVGAN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1922.4s, Completed=1896/2557, ETA=2025-08-12 16:29:11
[890/2557] cg501012e_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1394.6s, Completed=1897/2557, ETA=2025-08-12 16:32:42
[860/2557] AQUDIB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3256.3s, Completed=1898/2557, ETA=2025-08-12 16:35:13
[800/2557] IFEPUG10_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=7269.0s, Completed=1899/2557, ETA=2025-08-12 16:34:40
[838/2557] FAKHIK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4497.0s, Completed=1900/2557, ETA=2025-08-12 16:35:25
[896/2557] DIPMAS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1232.3s, Completed=1901/2557, ETA=2025-08-12 16:34:52
[895/2557] DONNAW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1471.4s, Completed=1902/2557, ETA=2025-08-12 16:34:18
[905/2557] AMOFAK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=530.8s, Completed=1903/2557, ETA=2025-08-12 16:33:58
[899/2557] PIBPAS_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1364.2s, Completed=1904/2557, ETA=2025-08-12 16:36:35
[889/2557] UZIZOU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1870.8s, Completed=1905/2557, ETA=2025-08-12 16:37:48
[912/2557] OVEDAW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=256.2s, Completed=1906/2557, ETA=2025-08-12 16:37:08
[888/2557] ERUNOW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1886.0s, Completed=1907/2557, ETA=2025-08-12 16:36:43
[908/2557] BIRMUM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=546.5s, Completed=1908/2557, ETA=2025-08-12 16:37:20
[919/2557] HUYKIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=90.7s, Completed=1909/2557, ETA=2025-08-12 16:38:40
[903/2557] FEQSIF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1229.7s, Completed=1910/2557, ETA=2025-08-12 16:38:09
[900/2557] CUTGEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1538.8s, Completed=1911/2557, ETA=2025-08-12 16:38:26
[916/2557] HGCNCO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=259.1s, Completed=1912/2557, ETA=2025-08-12 16:38:45
[909/2557] GIQYEL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=621.0s, Completed=1913/2557, ETA=2025-08-12 16:38:44
[915/2557] CACBUG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=476.0s, Completed=1914/2557, ETA=2025-08-12 16:40:17
[856/2557] FECXES_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4246.8s, Completed=1915/2557, ETA=2025-08-12 16:41:53
[845/2557] OREZUI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4811.9s, Completed=1916/2557, ETA=2025-08-12 16:44:19
[885/2557] GUPREQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2655.8s, Completed=1917/2557, ETA=2025-08-12 16:43:45
[913/2557] DAPBIH_neutral_argon_313.0K_15.0bar_14.0 Done. TimeForThis=931.4s, Completed=1918/2557, ETA=2025-08-12 16:44:01
[918/2557] FALDAA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=788.4s, Completed=1919/2557, ETA=2025-08-12 16:45:59
[910/2557] SAMYAJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1145.4s, Completed=1920/2557, ETA=2025-08-12 16:45:41
[921/2557] ja512137t_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=847.8s, Completed=1921/2557, ETA=2025-08-12 16:49:24
[923/2557] GUBZAF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=802.8s, Completed=1922/2557, ETA=2025-08-12 16:49:41
[930/2557] ALOLES_ion_b_argon_313.0K_15.0bar_14.0 Done. TimeForThis=280.6s, Completed=1923/2557, ETA=2025-08-12 16:49:26
[871/2557] HUZYIM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3953.2s, Completed=1924/2557, ETA=2025-08-12 16:48:57
[892/2557] HISGAT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2890.4s, Completed=1925/2557, ETA=2025-08-12 16:48:42
[920/2557] EBEMEE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=965.0s, Completed=1926/2557, ETA=2025-08-12 16:48:21
[792/2557] TIMMEI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=9417.2s, Completed=1927/2557, ETA=2025-08-12 16:54:47
[911/2557] DEPXAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1718.5s, Completed=1928/2557, ETA=2025-08-12 16:54:16
[904/2557] ic502488c_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2294.5s, Completed=1929/2557, ETA=2025-08-12 16:54:06
[926/2557] NODKEX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1001.6s, Completed=1930/2557, ETA=2025-08-12 16:53:43
[925/2557] QOGGID_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1212.8s, Completed=1931/2557, ETA=2025-08-12 16:55:25
[902/2557] INIDAL_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2861.8s, Completed=1932/2557, ETA=2025-08-12 16:56:38
[901/2557] AVELUJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2919.5s, Completed=1933/2557, ETA=2025-08-12 16:56:49
[927/2557] DUMXEQ01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1109.8s, Completed=1934/2557, ETA=2025-08-12 16:56:26
[906/2557] c5dt01100k_c5dt01100k2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2446.7s, Completed=1935/2557, ETA=2025-08-12 16:55:50
[937/2557] CUKXOW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=702.4s, Completed=1936/2557, ETA=2025-08-12 16:56:57
[929/2557] JEDKEJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1149.1s, Completed=1937/2557, ETA=2025-08-12 16:56:18
[933/2557] UZUXOE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=776.9s, Completed=1938/2557, ETA=2025-08-12 16:55:46
[939/2557] GIRDUI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=443.4s, Completed=1939/2557, ETA=2025-08-12 16:56:26
[873/2557] GUXSEY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4746.5s, Completed=1940/2557, ETA=2025-08-12 16:57:39
[917/2557] HURFEH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2049.9s, Completed=1941/2557, ETA=2025-08-12 16:58:21
[931/2557] LEQCAN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1370.4s, Completed=1942/2557, ETA=2025-08-12 17:00:43
[944/2557] FOVPEN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=466.9s, Completed=1943/2557, ETA=2025-08-12 17:00:10
[928/2557] c5dt03038b_c5dt03038b2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1571.2s, Completed=1944/2557, ETA=2025-08-12 16:59:47
[942/2557] UXACAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=635.0s, Completed=1945/2557, ETA=2025-08-12 16:59:42
[941/2557] cm1008587_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=805.9s, Completed=1946/2557, ETA=2025-08-12 17:00:23
[914/2557] GANBAZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2655.9s, Completed=1947/2557, ETA=2025-08-12 17:02:21
[922/2557] GIVHIC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2226.6s, Completed=1948/2557, ETA=2025-08-12 17:02:04
[932/2557] ASUKEE01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1425.0s, Completed=1949/2557, ETA=2025-08-12 17:01:26
[935/2557] ESURER04_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1604.7s, Completed=1950/2557, ETA=2025-08-12 17:06:16
[936/2557] jacs.6b04608_ja6b04608_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1665.6s, Completed=1951/2557, ETA=2025-08-12 17:07:21
[938/2557] EZEQOR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1344.1s, Completed=1952/2557, ETA=2025-08-12 17:07:00
[826/2557] ja0734952si20070516_030528_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=8461.5s, Completed=1953/2557, ETA=2025-08-12 17:08:39
[924/2557] cm901983a_si_001_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2682.8s, Completed=1954/2557, ETA=2025-08-12 17:09:31
[946/2557] IXOFAD_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1238.2s, Completed=1955/2557, ETA=2025-08-12 17:09:08
[893/2557] YAMYUJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4764.1s, Completed=1956/2557, ETA=2025-08-12 17:08:28
[955/2557] FASHOX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=969.8s, Completed=1957/2557, ETA=2025-08-12 17:11:59
[963/2557] ja501810r_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=639.5s, Completed=1958/2557, ETA=2025-08-12 17:16:47
[953/2557] DONKUO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1251.4s, Completed=1959/2557, ETA=2025-08-12 17:16:17
[952/2557] FIRNUR_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1399.9s, Completed=1960/2557, ETA=2025-08-12 17:15:48
[961/2557] IGOJEV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=872.4s, Completed=1961/2557, ETA=2025-08-12 17:17:40
[945/2557] DAWCAH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1883.9s, Completed=1962/2557, ETA=2025-08-12 17:18:15
[964/2557] VURNED04_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=855.1s, Completed=1963/2557, ETA=2025-08-12 17:20:20
[897/2557] COWDEZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5308.3s, Completed=1964/2557, ETA=2025-08-12 17:21:22
[940/2557] EBIZUN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2375.0s, Completed=1965/2557, ETA=2025-08-12 17:21:08
[943/2557] ZIQVAY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2369.8s, Completed=1966/2557, ETA=2025-08-12 17:24:51
[956/2557] ANUGEW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1902.6s, Completed=1967/2557, ETA=2025-08-12 17:25:55
[973/2557] c4dt03702b_c4dt03702b2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=545.6s, Completed=1968/2557, ETA=2025-08-12 17:25:55
[966/2557] ETEXEI01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1304.1s, Completed=1969/2557, ETA=2025-08-12 17:27:45
[967/2557] YABHIV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1308.7s, Completed=1970/2557, ETA=2025-08-12 17:27:11
[977/2557] BEPNOB_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=295.4s, Completed=1971/2557, ETA=2025-08-12 17:27:47
[907/2557] SESLUZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5080.8s, Completed=1972/2557, ETA=2025-08-12 17:28:27
[959/2557] DAWWEF_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2037.7s, Completed=1973/2557, ETA=2025-08-12 17:29:03
[962/2557] ACOLOV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1774.8s, Completed=1974/2557, ETA=2025-08-12 17:29:57
[947/2557] jacs.6b02030_ja6b02030_si_003_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2789.8s, Completed=1975/2557, ETA=2025-08-12 17:30:42
[957/2557] ENIXUV_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2323.6s, Completed=1976/2557, ETA=2025-08-12 17:30:07
[960/2557] ARUYUH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2232.0s, Completed=1977/2557, ETA=2025-08-12 17:30:31
[972/2557] FUDGES_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1135.1s, Completed=1978/2557, ETA=2025-08-12 17:30:26
[948/2557] XISDIO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2904.4s, Completed=1979/2557, ETA=2025-08-12 17:30:26
[969/2557] TAWSUI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1397.3s, Completed=1980/2557, ETA=2025-08-12 17:31:46
[974/2557] HELDEJ_SL_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1168.5s, Completed=1981/2557, ETA=2025-08-12 17:33:06
[979/2557] LEZJOQ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=759.7s, Completed=1982/2557, ETA=2025-08-12 17:32:36
[987/2557] IGIZAA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=345.6s, Completed=1983/2557, ETA=2025-08-12 17:32:42
[986/2557] HAXNOJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=392.4s, Completed=1984/2557, ETA=2025-08-12 17:32:54
[992/2557] WUDTUM_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=371.7s, Completed=1985/2557, ETA=2025-08-12 17:38:18
[978/2557] HISJIE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1181.2s, Completed=1986/2557, ETA=2025-08-12 17:38:10
[958/2557] QOPDAA_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3013.4s, Completed=1987/2557, ETA=2025-08-12 17:39:55
[988/2557] HASNOH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=764.4s, Completed=1988/2557, ETA=2025-08-12 17:39:19
[994/2557] COCNEP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=500.0s, Completed=1989/2557, ETA=2025-08-12 17:39:16
[984/2557] IYEHAX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=999.6s, Completed=1990/2557, ETA=2025-08-12 17:38:45
[980/2557] c5dt02651b_c5dt02651b2_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1240.1s, Completed=1991/2557, ETA=2025-08-12 17:39:09
[993/2557] UVUQOT_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=607.8s, Completed=1992/2557, ETA=2025-08-12 17:38:42
[991/2557] IKETIC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=933.5s, Completed=1993/2557, ETA=2025-08-12 17:42:46
[970/2557] CUKZOY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2348.4s, Completed=1994/2557, ETA=2025-08-12 17:42:38
[990/2557] BUWMAJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1105.4s, Completed=1995/2557, ETA=2025-08-12 17:43:02
[996/2557] BEPVEZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=602.6s, Completed=1996/2557, ETA=2025-08-12 17:43:34
[975/2557] DEPSEW_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2100.9s, Completed=1997/2557, ETA=2025-08-12 17:43:40
[982/2557] AMILOY_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1604.2s, Completed=1998/2557, ETA=2025-08-12 17:43:29
[1005/2557] LATBUG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=331.4s, Completed=1999/2557, ETA=2025-08-12 17:46:14
[1000/2557] PUSSEC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=684.7s, Completed=2000/2557, ETA=2025-08-12 17:46:15
[995/2557] AZIVAI_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1322.7s, Completed=2001/2557, ETA=2025-08-12 17:49:24
[951/2557] HAPNEU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4436.2s, Completed=2002/2557, ETA=2025-08-12 17:50:36
[785/2557] PETXAP_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=14753.2s, Completed=2003/2557, ETA=2025-08-12 17:50:04
[1007/2557] LUWMUN_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=617.0s, Completed=2004/2557, ETA=2025-08-12 17:51:09
[965/2557] GUVZII_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3586.6s, Completed=2005/2557, ETA=2025-08-12 17:51:23
[1011/2557] POBGAQ01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=470.3s, Completed=2006/2557, ETA=2025-08-12 17:52:05
[954/2557] FUVDEH02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=4444.0s, Completed=2007/2557, ETA=2025-08-12 17:51:44
[968/2557] EPECEJ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3738.5s, Completed=2008/2557, ETA=2025-08-12 17:56:56
[998/2557] HAWWUZ_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1537.1s, Completed=2009/2557, ETA=2025-08-12 17:57:24
[976/2557] DUKNEE_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3199.7s, Completed=2010/2557, ETA=2025-08-12 17:58:27
[1014/2557] cm503311x_alf425K_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=667.8s, Completed=2011/2557, ETA=2025-08-12 17:58:40
[949/2557] OQUGAK_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5335.8s, Completed=2012/2557, ETA=2025-08-12 17:59:35
[1008/2557] ja506357n_si_002_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1298.9s, Completed=2013/2557, ETA=2025-08-12 18:00:09
[1018/2557] LAWHEZ01_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=636.4s, Completed=2014/2557, ETA=2025-08-12 18:00:21
[985/2557] ZADROO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2728.6s, Completed=2015/2557, ETA=2025-08-12 17:59:44
[1006/2557] IJAPIU_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1459.8s, Completed=2016/2557, ETA=2025-08-12 17:59:28
[989/2557] EHUSUX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2649.3s, Completed=2017/2557, ETA=2025-08-12 17:59:53
[1002/2557] c6cc02494g_c6cc02494g5_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1885.8s, Completed=2018/2557, ETA=2025-08-12 18:00:30
[950/2557] RUYNEG_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=5525.1s, Completed=2019/2557, ETA=2025-08-12 18:00:01
[1010/2557] IZIHAC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1342.7s, Completed=2020/2557, ETA=2025-08-12 18:00:08
[1015/2557] DUNYOC_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=990.9s, Completed=2021/2557, ETA=2025-08-12 18:00:20
[999/2557] ic060608urom20060410_101638_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=2078.6s, Completed=2022/2557, ETA=2025-08-12 17:59:54
[1032/2557] DOLXOR02_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=95.3s, Completed=2023/2557, ETA=2025-08-12 18:00:57
[981/2557] MUGXIX_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=3345.8s, Completed=2024/2557, ETA=2025-08-12 18:01:06
[1019/2557] ECAHOH_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=754.1s, Completed=2025/2557, ETA=2025-08-12 18:01:03
[1012/2557] COJGEO_clean_argon_313.0K_15.0bar_14.0 Done. TimeForThis=1407.2s, Completed=2026/2557, ETA=2025-08-12 18:01:49
